1,2,error
2,2,error
3,2,error
4,2,error
5,2,error
6,2,error
7,2,error
1907,2,error
8,3,valid
9,3,valid
10,3,valid
11,3,valid
12,3,valid
13,3,valid
14,3,valid
15,3,valid
16,3,valid
17,3,valid
18,3,valid
19,3,valid
20,3,valid
21,3,valid
22,3,valid
23,3,valid
24,3,valid
25,3,valid
26,3,valid
27,3,valid
28,3,valid
29,3,valid
30,3,valid
31,3,valid
32,3,valid
33,3,valid
34,3,valid
35,3,valid
36,3,valid
37,3,valid
38,3,valid
39,3,valid
40,3,valid
41,3,valid
42,3,valid
43,3,valid
44,3,valid
45,3,valid
46,3,valid
47,3,valid
48,3,valid
49,3,valid
50,3,valid
51,3,valid
52,3,valid
53,3,valid
54,3,valid
55,3,valid
56,3,valid
57,3,valid
58,3,valid
59,3,valid
60,3,valid
61,3,valid
62,3,valid
63,3,valid
64,3,valid
65,3,valid
66,3,valid
67,3,valid
68,3,valid
69,3,valid
70,3,valid
71,3,valid
72,3,valid
73,3,valid
74,3,valid
75,3,valid
76,3,valid
77,3,valid
78,3,valid
79,3,valid
80,3,valid
81,3,valid
82,3,valid
83,3,valid
84,3,valid
85,3,valid
86,3,valid
87,3,valid
88,3,valid
89,3,valid
90,3,valid
91,3,valid
92,3,valid
93,3,valid
94,3,valid
95,3,valid
96,3,valid
97,3,valid
98,3,valid
99,3,valid
100,3,valid
101,3,valid
102,3,valid
103,3,valid
104,3,valid
105,3,valid
106,3,valid
107,3,valid
108,3,valid
109,3,valid
110,3,valid
111,3,valid
112,3,valid
113,3,valid
114,3,valid
115,3,valid
116,3,valid
117,3,valid
118,3,valid
119,3,valid
120,3,valid
121,3,valid
122,3,valid
123,3,valid
124,3,valid
125,3,valid
126,3,valid
127,3,valid
128,3,valid
129,3,valid
130,3,valid
131,3,valid
132,3,valid
133,3,valid
134,3,valid
135,3,valid
136,3,valid
137,3,valid
138,3,valid
139,3,valid
140,3,valid
141,3,valid
142,3,valid
143,3,valid
144,3,valid
145,3,valid
146,3,valid
147,3,valid
148,3,valid
149,3,valid
150,3,valid
151,3,valid
152,3,valid
153,3,valid
154,3,valid
155,3,valid
156,3,valid
157,3,valid
158,3,valid
159,3,valid
160,3,valid
161,3,valid
162,3,valid
163,3,valid
164,3,valid
165,3,valid
166,3,valid
167,3,valid
168,3,valid
169,3,valid
170,3,valid
171,3,valid
172,3,valid
173,3,valid
174,3,valid
175,3,valid
176,3,valid
177,3,valid
178,3,valid
179,3,valid
180,3,valid
181,3,valid
182,3,valid
183,3,valid
184,3,valid
185,3,valid
186,3,valid
187,3,valid
188,3,valid
189,3,valid
190,3,valid
191,3,valid
192,3,valid
193,3,valid
194,3,valid
195,3,valid
196,3,valid
197,3,valid
198,3,valid
199,3,valid
200,3,valid
201,3,valid
202,3,valid
203,3,valid
204,3,valid
205,3,valid
206,3,valid
207,3,valid
208,3,valid
209,3,valid
210,3,valid
211,3,valid
212,3,valid
213,3,valid
214,3,valid
215,3,valid
216,3,valid
217,3,valid
218,3,valid
219,3,valid
220,3,valid
221,3,valid
222,3,valid
223,3,valid
224,3,valid
225,3,valid
226,3,valid
227,3,valid
228,3,valid
229,3,valid
230,3,valid
231,3,valid
232,3,valid
233,3,valid
234,3,valid
235,3,valid
236,3,valid
237,3,valid
238,3,valid
239,3,valid
240,3,valid
241,3,valid
242,3,valid
243,3,valid
244,3,valid
245,3,valid
246,3,valid
247,3,valid
248,3,valid
249,3,valid
250,3,valid
251,3,valid
252,3,valid
253,3,valid
254,3,valid
255,3,valid
256,3,valid
257,3,valid
258,3,valid
259,3,valid
260,3,valid
261,3,valid
262,3,valid
263,3,valid
264,3,valid
265,3,valid
266,3,valid
267,3,valid
268,3,valid
269,3,valid
270,3,valid
271,3,valid
272,3,valid
273,3,valid
274,3,valid
275,3,valid
276,3,valid
277,3,valid
278,3,valid
279,3,valid
280,3,valid
281,3,valid
282,3,valid
283,3,valid
284,3,valid
285,3,valid
286,3,valid
287,3,valid
288,3,valid
289,3,valid
290,3,valid
291,3,valid
292,3,valid
293,3,valid
294,3,valid
295,3,valid
296,3,valid
297,3,valid
298,3,valid
299,3,valid
300,3,valid
301,3,valid
302,3,valid
303,3,valid
304,3,valid
305,3,valid
306,3,valid
307,3,valid
308,3,valid
309,3,valid
310,3,valid
311,3,valid
312,3,valid
313,3,valid
314,3,valid
315,3,valid
316,3,valid
317,3,valid
318,3,valid
319,3,valid
320,3,valid
321,3,valid
322,3,valid
323,3,valid
324,3,valid
325,3,valid
326,3,valid
327,3,valid
328,3,valid
329,3,valid
330,3,valid
331,3,valid
332,3,valid
333,3,valid
334,3,valid
335,3,valid
336,3,valid
337,3,valid
338,3,valid
339,3,valid
340,3,valid
341,3,valid
342,3,valid
343,3,valid
344,3,valid
345,3,valid
346,3,valid
347,3,valid
348,3,valid
349,3,valid
350,3,valid
351,3,valid
352,3,valid
353,3,valid
354,3,valid
355,3,valid
356,3,valid
357,3,valid
358,3,valid
359,3,valid
360,3,valid
361,3,valid
362,3,valid
363,3,valid
364,3,valid
365,3,valid
366,3,valid
367,3,valid
368,3,valid
369,3,valid
370,3,valid
371,3,valid
372,3,valid
373,3,valid
374,3,valid
375,3,valid
376,3,valid
377,3,valid
378,3,valid
379,3,valid
380,3,valid
381,3,valid
382,3,valid
383,3,valid
384,3,valid
385,3,valid
386,3,valid
387,3,valid
388,3,valid
389,3,valid
390,3,valid
391,3,valid
392,3,valid
393,3,valid
394,3,valid
395,3,valid
396,3,valid
397,3,valid
398,3,valid
399,3,valid
400,3,valid
401,3,valid
402,3,valid
403,3,valid
404,3,valid
405,3,valid
406,3,valid
407,3,valid
408,3,valid
409,3,valid
410,3,valid
411,3,valid
412,3,valid
413,3,valid
414,3,valid
415,3,valid
416,3,valid
417,3,valid
418,3,valid
419,3,valid
420,3,valid
421,3,valid
422,3,valid
423,3,valid
424,3,valid
